DATE_REFERAL,OBLAST,RAION,SETTLEMENTS,ADMIN1,ADMIN2,ADMIN4,INFORMANT,REFERRAL_AGENCY,GCA_NGCA,ALERT_TYPE,CONFLICT_RELATED,NEED_TYPE,DESCRIPTION,CONTEXT,AFFECTED,NO_AFFECTED,SOURCE_INFO,CLUSTER,RESPONSE_PARTNER,CONFIRMATION,ACTION,NO_BENEFICIARIES,STATUS,DATE_UPDATE,GAP_BENEFICIARIES,UNCOVERED_NEEDS,ADDITIONAL_INFO_LINK,COMMENTS,latitude,longitude
2016-01-16,Donetska,Selydivska,Kurakhivka,1400000000,1413800000,1413845900,"amet ducimus neque"," ",NGCA,"Need Overview",Yes,"Access to health services","Praesentium tempora quis dicta expedita. Suscipit ad tempore quo quam aliquid nostrum est. Tempora excepturi distinctio quos."," ",NDP,27," ","Livelihoods/Early Recovery","officia sapiente similique",Yes," ",19,"Not addressed",2016-03-10,1," "," ","Odit voluptates pariatur consequuntur ipsum vel et corrupti. Ullam et aliquam consequuntur laudantium doloremque mollitia est.",48.026,37.376
2015-02-21,Donetska,Krasnolymanskyi,Kolodiazi,1400000000,1423000000,1423085405,"excepturi dignissimos ipsa"," ",GCA,"Support Request",Yes,"Access to humanitarian assistance","Nisi quae dolore accusantium atque. Similique voluptas sit aliquam voluptatibus. Nihil neque provident commodi."," ",Individuals,31,"hic totam corporis",Education,"unde omnis optio",No," ",18,resolved,2016-03-06,8," ",http://www.sullivan.biz/main.html,"Nesciunt minima cupiditate libero eum. Eius quod perferendis beatae. Placeat quis consectetur optio nisi. Ratione aliquid numquam dolore perferendis nesciunt accusantium.",49.085,37.887
2016-02-03,Donetska,Starobeshivskyi,Menchuhove,1400000000,1424500000,1424582404,"commodi laboriosam deserunt","debitis provident numquam",GCA,"Mine Risk",Yes,"Access to humanitarian assistance"," "," ",NDP,135,"aliquid aliquam ipsum","Food Security","corrupti in eaque",No,"provident dolores dolor laboriosam at vero magni eos",91,"Not addressed",2016-04-29,129," "," "," ",47.855,37.985
2016-05-20,Donetska,Dokuchaievska,Yasne,1400000000,1411600000,1411690001," "," ",GCA,"Support Request",No,"Access to humanitarian assistance"," ","Sit inventore voluptate asperiores a. Veniam soluta exercitationem cupiditate maiores adipisci sit.",NDP,10," ","Water Sanitation Hygiene","voluptatibus eveniet quos",Yes," ",0,"Not addressed",2016-07-01,7,"incidunt alias ratione"," ","Blanditiis at reiciendis excepturi in. Natus dignissimos necessitatibus vel esse. Doloremque dolor ducimus alias sint laudantium. Nostrum ipsa nobis architecto nesciunt.",47.773,37.636
2015-08-27,Donetska,Mariupolska,Hnutove,1400000000,1412300000,1412365801," ","excepturi esse veniam",NGCA,"Need Overview",No,Other," ","Officia corrupti ipsam nihil laboriosam. Nam adipisci molestiae nam id quia.",Community,17," ","Emergency Shelter/NFI"," ",No," ",8,"Addressed but unresolved",2016-05-08,3," "," "," ",47.206,37.752
2016-01-19,Donetska,Krasnoarmiiskyi,"Krutyi Yar",1400000000,1422700000,1422755303," ","reiciendis eligendi ad",GCA,"Support Request",No,Other,"Incidunt beatae rem iste perferendis consequuntur. Repudiandae iusto deleniti iure. Minus omnis totam quibusdam sed nihil.","Optio aliquid a commodi. Et sequi facilis laudantium esse.",NDP,34," ","Food Security","illo eum minima",Yes," ",31,"Addressed but unresolved",2016-01-30,11,"molestias exercitationem quis"," "," ",48.233,37.337
2015-03-29,Luhanska,Popasnianskyi,Popasna,4400000000,4423800000,4423810100,"eaque vel possimus","rerum vel excepturi",NGCA,"Need Overview",No,"Access to humanitarian assistance","Dignissimos eligendi nulla quis. Perspiciatis veniam deleniti ratione minima quo nulla. Fuga accusamus impedit sapiente optio."," ",NDP,139," ",Education," ",No," ",121,"Addressed but unresolved",2016-04-19,136," ",http://campos.com/wp-content/homepage.html,"Minima quis fugit omnis. Ratione architecto fuga asperiores necessitatibus.
Quia illum iste repellendus alias consequatur. Eius in officiis fuga aperiam neque quo aut.",48.63,38.365
2015-01-04,Donetska,Zhdanivska,Zhdanivka,1400000000,1412100000,1412100000,"quia quam veritatis","quibusdam omnis veniam",GCA,"Mine Risk",No,Other," "," ",Community,108,"quo adipisci incidunt","Food Security","quidem aut quam",No," ",10,"Addressed but unresolved",2015-02-28,43," "," "," ",48.155,38.256
2015-04-22,Donetska,Khartsyzka,Vynohradne,1400000000,1415000000,1415070801," ","odio numquam sapiente",NGCA,"Mine Risk",No,"Access to water"," "," ",Community,86,"rerum deleniti est",Education,"rem fuga illo",No,"facere laborum est magni iusto eius alias aut",76,resolved,2016-03-31,37,"nobis quo quae"," "," ",47.923,38.229
2015-11-03,Luhanska,Popasnianskyi,"Bila Hora",4400000000,4423800000,4423857501," "," ",GCA,"Mine Risk",Yes,"Access to NFI"," ","Fugiat commodi at cupiditate ipsa. Eum aperiam voluptate doloribus deserunt.",NDP,121," ",Protection,"cum eum earum",No," ",30,"Not addressed",2016-04-03,53," "," "," ",48.839,38.513
2015-02-06,Donetska,Horlivska,"Shyroka Balka",1400000000,1410600000,1410691007,"ea consequatur voluptatibus","a expedita dignissimos",NGCA,"Need Overview",No,Other,"Nihil qui cumque veniam. Possimus animi est nemo illum dolores. Facere magnam maxime quidem soluta dolor.","Minima saepe assumenda quo quisquam. Ea cum ipsum laudantium expedita similique.",Community,138,"id libero occaecati","Water Sanitation Hygiene","optio alias optio",Yes,"ex praesentium fuga quis labore maiores voluptas perspiciatis",97,"Addressed but unresolved",2015-06-18,12," ",http://www.livingston.com/categories/author/," ",48.303,37.925
2015-01-22,Donetska,Artemivskyi,"Sakko i Vantsetti",1400000000,1420900000,1420981007," ","laboriosam reprehenderit dolorum",NGCA,"Mine Risk",No,"Access to NFI"," ","In aperiam fuga nihil eius alias architecto. Voluptate eos aspernatur culpa quae nobis numquam.",Community,109,"illum error nihil",Education,"numquam dolor ipsa",Yes," ",48,"Addressed but unresolved",2016-01-25,36," "," ","Ipsum reiciendis praesentium odio in. Blanditiis vel repellat quos veniam necessitatibus. Animi ab mollitia consectetur necessitatibus. Omnis modi incidunt exercitationem.",48.747,38.031
2015-01-01,Donetska,Dymytrivska,Dymytrov,1400000000,1411300000,1411300000," ","harum quasi vel",GCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs"," ","Facilis in autem voluptas nihil debitis dolores. Accusantium ad expedita facere doloribus.",Community,32," ",Protection," ",No,"perspiciatis in autem ea possimus corrupti voluptas a",16,resolved,2016-02-07,29,"reiciendis quisquam laboriosam",http://www.parrish.com/main/faq.php," ",48.269,37.283
2015-01-16,Luhanska,Bilokurakynskyi,Kartamysheve,4400000000,4420900000,4420987702," ","assumenda harum debitis",GCA,"Support Request",Yes,"Presence of landmines and/or EWRs","Nisi voluptatum numquam impedit corporis. Placeat blanditiis facere nisi ipsum dolores minima quibusdam."," ",Community,52," ","Livelihoods/Early Recovery"," ",Yes," ",11,"Not addressed",2015-05-07,2,"voluptates cumque provident",http://www.miller.com/privacy/,"Cum corporis doloribus similique dolores veritatis excepturi minus. Natus molestias accusantium ipsa sint. Sed quidem ab necessitatibus. Placeat iure beatae repudiandae iste veritatis neque tenetur.",49.639,38.522
2015-03-31,Luhanska,Stakhanovska,Irmino,4400000000,4413100000,4413170800," ","harum quod optio",NGCA,"Support Request",No,"Access to health services","Officia sed molestiae voluptas accusamus. Iure nihil asperiores neque.","Corrupti ipsam officia praesentium amet quasi. Amet magnam sit nisi perspiciatis.",IDP,79," ","Food Security"," ",No," ",28,"Not addressed",2015-05-14,13," ",http://fuentes-davis.com/list/explore/search/,"Commodi mollitia nostrum doloribus quisquam iste. Aspernatur eum perferendis voluptatum reiciendis in quia modi explicabo. Earum esse voluptatem officia perferendis ipsam tempora.",48.598,38.584
2015-07-28,Donetska,Slovianskyi,Tykhonivka,1400000000,1424200000,1424283506,"maiores dolore ut","cupiditate quo sit",NGCA,"Support Request",Yes,Other," "," ",IDP,68,"at numquam delectus",Protection,"debitis molestias necessitatibus",Yes,"quas iure aspernatur neque quas voluptatum tempore rerum",33,"Addressed but unresolved",2015-10-23,37," ",http://www.owen-jefferson.com/search/main/privacy.jsp," ",48.72,37.792
2015-06-20,Donetska,Debaltsevcka,Svitlodarsk,1400000000,1410900000,1410970500," "," ",NGCA,"Need Overview",No,"Access to water","Quas inventore numquam repudiandae sapiente quaerat. Quas veritatis eligendi illo iste. Quia quia voluptates recusandae illo."," ",NDP,69," ",Logistics,"quam cumque expedita",Yes,"labore ullam amet eveniet reiciendis ducimus dolorem animi",26,"Not addressed",2016-01-18,39," ",http://www.gilbert.com/wp-content/tags/faq/,"Aliquid officiis labore ipsam error distinctio at soluta est. Aliquid corrupti fugiat accusantium quidem minima officiis veritatis.",48.434,38.221
2015-11-28,Donetska,Novohrodivska,Novohrodivka,1400000000,1413600000,1413600000,"quas quas omnis"," ",NGCA,"Support Request",No,"Presence of landmines and/or EWRs"," ","Commodi nulla corporis fugiat. Animi nostrum repellat ullam laborum. Eos reiciendis ex alias dolor.",Individuals,51," ",Education," ",Yes," ",38,"Addressed but unresolved",2016-04-28,30," ",http://www.lopez.info/category/posts/blog/home/," ",48.2,37.341
2016-05-07,Luhanska,Bilokurakynskyi,Zavodianka,4400000000,4420900000,4420987202," ","similique placeat velit",GCA,"Need Overview",No,"Access to shelter","Mollitia nisi deleniti eius doloribus. Adipisci maxime recusandae maxime. Velit alias fuga ducimus porro veniam.","Ab voluptatibus voluptate dolores saepe ratione accusamus esse sit. Omnis nobis illo ducimus.",Individuals,45,"suscipit odio aliquid",Education,"esse maxime nostrum",Yes,"a rem et dignissimos voluptates reprehenderit tempora nostrum",4,"Addressed but unresolved",2016-06-03,42," ",http://palmer.com/,"Aliquid odio nemo quidem repellendus. Corrupti quae iure dignissimos libero. Laborum cupiditate laboriosam architecto molestiae iste nam sed. Ea provident quas magnam necessitatibus architecto.",49.622,38.818
2015-06-12,Luhanska,Krasnodonskyi,Krasne,4400000000,4421400000,4421485503," ","veniam beatae itaque",GCA,"Need Overview",Yes,"Access to shelter"," "," ",IDP,59," ","Water Sanitation Hygiene","quasi animi optio",No," ",18,"Addressed but unresolved",2016-06-02,10,"tempore fugiat hic",http://edwards.org/login/," ",48.371,39.496
2016-04-24,Donetska,Avdiivska,Avdiivka,1400000000,1410200000,1410200000," ","velit reprehenderit et",NGCA,"Support Request",No,"Access to humanitarian assistance","Incidunt unde veniam quod doloribus inventore. Alias fugit rerum iste facilis fuga."," ",IDP,15,"minima fugit eius","Food Security"," ",Yes,"tempore ratione dicta ipsum ab iure quisquam voluptatum",1,"Addressed but unresolved",2016-06-22,9," "," "," ",48.149,37.741
2015-10-15,Luhanska,Krasnodonska,Shyroke,4400000000,4411400000,4411447401,"totam nisi culpa"," ",NGCA,"Mine Risk",No,"Access to water"," ","Maiores dolorum aspernatur nisi placeat repellendus. Nam laborum officiis fuga.",Community,109,"assumenda eius eveniet",Education," ",No," ",34,"Not addressed",2015-12-24,23,"quidem eum odio",http://sanchez.com/index/," ",48.307,39.588
2016-01-07,Donetska,Kostiantynivskyi,Hnativka,1400000000,1422400000,1422485502,"minima sapiente officiis","eaque molestias tempore",NGCA,"Support Request",No,"Access to shelter","Sint repellendus fuga illo. Ut quod numquam dolorem. Quisquam quos tempora dolores iure.","Debitis minus magni velit atque. Dolore quasi impedit illo quibusdam aliquid consectetur nisi.",IDP,123,"in temporibus numquam",Protection," ",Yes," ",69,"Not addressed",2016-06-17,106," ",http://www.howe-evans.com/categories/tag/search/category.html,"Nemo asperiores quas beatae reiciendis nobis odio. Repudiandae tempora modi officiis reiciendis nemo placeat. Ex quaerat officiis dolorum suscipit eveniet.",48.336,37.661
2015-06-11,Donetska,Amvrosiivskyi,Sadove,1400000000,1420600000,1420684004," ","pariatur beatae itaque",GCA,"Mine Risk",No,"Access to health services"," "," ",NDP,98," ","Livelihoods/Early Recovery","nostrum tempora labore",Yes," ",35,resolved,2016-04-07,49," ",http://www.wong-wright.biz/,"Ipsum dignissimos inventore id in amet amet. Distinctio veritatis ipsam consequatur accusantium rem consequatur. Distinctio harum tenetur suscipit sapiente doloremque.",47.969,38.171
2016-01-07,Donetska,Snizhnianska,Sieverne,1400000000,1414400000,1414448000,"explicabo exercitationem deleniti"," ",NGCA,"Mine Risk",No,"Access to shelter"," ","Iure rerum iusto molestiae voluptas consequatur tempora iste corporis. Rerum quae sint non.",Community,46,"aliquid ab quo","Livelihoods/Early Recovery","veniam expedita ut",No," ",26,resolved,2016-02-13,20," ",http://gonzalez-barnes.biz/search/category/register/,"Vel omnis ducimus minima adipisci. Sunt tempora rem et. Iusto iure tempore ipsam nemo quasi. Quia asperiores distinctio ab ad non.",48.086,38.685
2016-07-12,Donetska,Avdiivska,Avdiivka,1400000000,1410200000,1410200000,"eos fugiat quidem","explicabo nobis cupiditate",NGCA,"Support Request",No,"Presence of landmines and/or EWRs","Voluptatem a quo illo aliquam. Quam ab animi inventore eveniet fuga omnis. Cumque vero neque error quam odio.","Deserunt quibusdam quis molestias earum. Quibusdam rerum nulla impedit quasi maiores.",NDP,13," ","Water Sanitation Hygiene"," ",No,"iste maxime voluptatum doloremque autem assumenda voluptatibus exercitationem",9,resolved,2016-07-13,10," ",http://meyer-mendoza.com/search/,"Odio magnam minima numquam facilis. Incidunt aliquam commodi incidunt fugiat. Aliquam numquam veniam adipisci non tenetur. Mollitia rerum quidem quas quas.",48.149,37.741
2016-01-19,Luhanska,Milovskyi,Musiivka,4400000000,4422800000,4422883601,"occaecati totam error","esse quo eos",NGCA,"Mine Risk",Yes,Other," "," ",Individuals,70,"facilis tenetur cumque","Livelihoods/Early Recovery"," ",No," ",14,resolved,2016-03-06,24,"in non excepturi",http://www.kerr.com/blog/main/author.php,"Enim laborum possimus ex suscipit deserunt. Quas atque voluptatibus quibusdam magni voluptas facere.",49.233,39.851
2015-08-07,Luhanska,Slovianoserbskyi,Kriakivka,4400000000,4424500000,4424584402," "," ",NGCA,"Support Request",No,Other," ","Doloribus impedit soluta dolor sapiente maiores molestias quia. Itaque nulla soluta error quasi.",Community,12," ","Emergency Shelter/NFI","minus provident cupiditate",Yes,"inventore animi totam maiores sunt fuga aspernatur omnis",9,"Addressed but unresolved",2016-02-20,6,"repellendus corporis eligendi",http://www.may-bryan.com/post.php," ",48.769,38.89
2015-05-12,Luhanska,Starobilskyi,Butkivka,4400000000,4425100000,4425182003," ","illum ipsam iure",GCA,"Support Request",No,"Access to humanitarian assistance","Cumque laudantium repudiandae sunt provident ipsam. Sapiente quam cupiditate doloribus libero non excepturi."," ",Community,67,"est rerum nisi",Protection," ",No," ",43,resolved,2016-05-04,6," ",http://rodriguez.org/post.htm," ",49.38,38.924
2015-01-01,Luhanska,Bilokurakynskyi,Zavodianka,4400000000,4420900000,4420987202," ","eius blanditiis culpa",NGCA,"Need Overview",No,Other,"Ex sint dignissimos amet dolorem ut nostrum. Odio consectetur quo quam maxime quam necessitatibus.","Est enim possimus aperiam quos. Tempore a unde aliquid nobis. Eveniet non cupiditate voluptate.",NDP,83," ",Health/Nutrition," ",No,"quam nisi rem veniam beatae animi dolorem praesentium",46,"Not addressed",2015-07-12,57,"quaerat deleniti iste"," ","Molestias laborum consectetur sapiente quaerat. Reiciendis incidunt voluptates atque mollitia facere. Odio quia exercitationem expedita magnam quod.",49.622,38.818
2015-11-06,Luhanska,Lysychanska,Pryvillia,4400000000,4411800000,4411870700," ","error sapiente animi",NGCA,"Mine Risk",No,Other," "," ",IDP,113,"itaque vitae commodi",Logistics,"omnis voluptatem aspernatur",Yes," ",73,"Not addressed",2016-01-13,56,"aliquid nam commodi"," ","Eveniet porro tempora aperiam quisquam. Id officia quod incidunt perspiciatis laudantium vitae nisi. Aliquid consequatur alias ab quaerat.",49.001,38.293
2015-10-08,Donetska,Yenakiivska,Yenakiieve,1400000000,1412000000,1412000000,"ipsum quos suscipit","labore placeat provident",NGCA,"Support Request",Yes,"Access to shelter"," "," ",NDP,82,"unde aliquid dignissimos","Emergency Shelter/NFI","doloremque aliquid quasi",No,"quasi sed quos ab eius perferendis molestiae dignissimos",37,resolved,2016-04-12,32,"inventore aliquid cumque",http://www.smith.biz/," ",48.228,38.214
2015-03-10,Luhanska,Markivskyi,"Krasne Pole",4400000000,4422500000,4422584401," ","labore officiis soluta",NGCA,"Mine Risk",Yes,"Access to NFI"," ","Dolores aliquam at deleniti quas aspernatur quae. Quis ipsum qui officiis quas vitae.",IDP,80,"id unde nobis",Health/Nutrition," ",Yes,"minus a nesciunt ullam natus corporis vitae maxime",25,resolved,2016-03-30,64,"eaque odit quibusdam"," ","Dolorum totam dolor quas totam facere voluptate fugit corrupti. Libero quis libero autem occaecati sapiente. Blanditiis sapiente quidem hic provident. Tenetur mollitia quidem suscipit eum.",49.669,39.518
2016-05-28,Donetska,Dokuchaievska,Dokuchaievsk,1400000000,1411600000,1411600000,"officiis voluptatum distinctio"," ",NGCA,"Need Overview",Yes,Other,"Nisi doloribus corporis aliquid delectus. Pariatur veniam tempora facere harum."," ",Community,80,"fugit qui libero","Food Security"," ",Yes,"nobis minus praesentium distinctio id similique exercitationem inventore",65,resolved,2016-06-24,12," ",http://olson.org/search.htm,"Assumenda perspiciatis eligendi cumque. Eos ad tempore et veniam mollitia. Numquam ab labore odio unde itaque.",47.749,37.677
